名前,グレード,レベル,スキル名,スキルLv
フロストブリッツ,5,1,精霊の加護,1
フロストブリッツ,6,1,精霊の加護,1
フロストブリッツ,7,1,精霊の加護,1
フロストブリッツ,8,1,精霊の加護,2
フロストブリッツ,9,1,精霊の加護,2
フロストブリッツ,10,1,精霊の加護,2
フロストブリッツ,10,5,精霊の加護,2
スノウブリッツ,5,1,精霊の加護,1
スノウブリッツ,6,1,精霊の加護,1
スノウブリッツ,7,1,精霊の加護,1
スノウブリッツ,8,1,精霊の加護,2
スノウブリッツ,9,1,精霊の加護,2
スノウブリッツ,10,1,精霊の加護,2
スノウブリッツ,10,5,精霊の加護,2
ロゼッテス改,5,1,精霊の加護,1
ロゼッテス改,6,1,精霊の加護,1
ロゼッテス改,7,1,精霊の加護,1
ロゼッテス改,8,1,精霊の加護,2
ロゼッテス改,9,1,精霊の加護,2
ロゼッテス改,10,1,精霊の加護,2
ロゼッテス改,10,5,精霊の加護,2
ロゼッテス,5,1,精霊の加護,1
ロゼッテス,6,1,精霊の加護,1
ロゼッテス,7,1,精霊の加護,1
ロゼッテス,8,1,精霊の加護,2
ロゼッテス,9,1,精霊の加護,2
ロゼッテス,10,1,精霊の加護,2
ロゼッテス,10,5,精霊の加護,2
ファーンライク,5,1,精霊の加護,1
ファーンライク,6,1,精霊の加護,1
ファーンライク,7,1,精霊の加護,1
ファーンライク,8,1,精霊の加護,2
ファーンライク,9,1,精霊の加護,2
ファーンライク,10,1,精霊の加護,2
ファーンライク,10,5,精霊の加護,2
グレイスアロー,5,1,精霊の加護,1
グレイスアロー,6,1,精霊の加護,1
グレイスアロー,7,1,精霊の加護,1
グレイスアロー,8,1,精霊の加護,2
グレイスアロー,9,1,精霊の加護,2
グレイスアロー,10,1,精霊の加護,2
グレイスアロー,10,5,精霊の加護,2
セクタード,5,1,精霊の加護,1
セクタード,6,1,精霊の加護,1
セクタード,7,1,精霊の加護,1
セクタード,8,1,精霊の加護,2
セクタード,9,1,精霊の加護,2
セクタード,10,1,精霊の加護,2
セクタード,10,5,精霊の加護,2
グレイスバグパイプ,5,1,精霊の加護,1
グレイスバグパイプ,6,1,精霊の加護,1
グレイスバグパイプ,7,1,精霊の加護,1
グレイスバグパイプ,8,1,精霊の加護,2
グレイスバグパイプ,9,1,精霊の加護,2
グレイスバグパイプ,10,1,精霊の加護,2
グレイスバグパイプ,10,5,精霊の加護,2
ルナティックローズ,6,1,追い打ち【毒】,1
ルナティックローズ,7,1,追い打ち【毒】,1
ルナティックローズ,8,1,追い打ち【毒】,2
ルナティックローズ,9,1,追い打ち【毒】,2
ルナティックローズ,10,1,追い打ち【毒】,2
ルナティックローズ,10,5,追い打ち【毒】,2
飛龍刀【月】,6,1,追い打ち【毒】,1
飛龍刀【月】,7,1,追い打ち【毒】,1
飛龍刀【月】,8,1,追い打ち【毒】,2
飛龍刀【月】,9,1,追い打ち【毒】,2
飛龍刀【月】,10,1,追い打ち【毒】,2
飛龍刀【月】,10,5,追い打ち【毒】,2
クイーンバースト,6,1,追い打ち【毒】,1
クイーンバースト,7,1,追い打ち【毒】,1
クイーンバースト,8,1,追い打ち【毒】,2
クイーンバースト,9,1,追い打ち【毒】,2
クイーンバースト,10,1,追い打ち【毒】,2
クイーンバースト,10,5,追い打ち【毒】,2
煌戦の金剣斧,6,1,追い打ち【毒】,1
煌戦の金剣斧,7,1,追い打ち【毒】,1
煌戦の金剣斧,8,1,追い打ち【毒】,2
煌戦の金剣斧,9,1,追い打ち【毒】,2
煌戦の金剣斧,10,1,追い打ち【毒】,2
煌戦の金剣斧,10,5,追い打ち【毒】,2
ルナ＝エストオレ,6,1,追い打ち【毒】,1
ルナ＝エストオレ,7,1,追い打ち【毒】,1
ルナ＝エストオレ,8,1,追い打ち【毒】,2
ルナ＝エストオレ,9,1,追い打ち【毒】,2
ルナ＝エストオレ,10,1,追い打ち【毒】,2
ルナ＝エストオレ,10,5,追い打ち【毒】,2
ゴールドヴァルキリー,6,1,追い打ち【毒】,1
ゴールドヴァルキリー,7,1,追い打ち【毒】,1
ゴールドヴァルキリー,8,1,追い打ち【毒】,2
ゴールドヴァルキリー,9,1,追い打ち【毒】,2
ゴールドヴァルキリー,10,1,追い打ち【毒】,2
ゴールドヴァルキリー,10,5,追い打ち【毒】,2
月華妃竜砲【煌撃】,6,1,追い打ち【毒】,1
月華妃竜砲【煌撃】,7,1,追い打ち【毒】,1
月華妃竜砲【煌撃】,8,1,追い打ち【毒】,2
月華妃竜砲【煌撃】,9,1,追い打ち【毒】,2
月華妃竜砲【煌撃】,10,1,追い打ち【毒】,2
月華妃竜砲【煌撃】,10,5,追い打ち【毒】,2
ルナティックアロー,6,1,追い打ち【毒】,1
ルナティックアロー,7,1,追い打ち【毒】,1
ルナティックアロー,8,1,追い打ち【毒】,2
ルナティックアロー,9,1,追い打ち【毒】,2
ルナティックアロー,10,1,追い打ち【毒】,2
ルナティックアロー,10,5,追い打ち【毒】,2
ゴルトリコーダー,6,1,会心撃【属性】,1
ゴルトリコーダー,7,1,会心撃【属性】,1
ゴルトリコーダー,8,1,会心撃【属性】,2
ゴルトリコーダー,9,1,会心撃【属性】,2
ゴルトリコーダー,10,1,会心撃【属性】,2
ゴルトリコーダー,10,5,会心撃【属性】,2
ロイヤルローズ,8,1,回避距離UP,1
ロイヤルローズ,9,1,回避距離UP,1
ロイヤルローズ,10,1,回避距離UP,1
ロイヤルローズ,10,5,回避距離UP,1
クイーンローズ,8,1,回避距離UP,1
クイーンローズ,9,1,回避距離UP,1
クイーンローズ,10,1,回避距離UP,1
クイーンローズ,10,5,回避距離UP,1
招福の竜扇,5,1,精霊の加護,1
招福の竜扇,6,1,精霊の加護,1
招福の竜扇,7,1,精霊の加護,1
招福の竜扇,8,1,精霊の加護,2
招福の竜扇,9,1,精霊の加護,2
招福の竜扇,10,1,精霊の加護,2
飛竜刀【桜花】改,8,1,回避距離UP,1
飛竜刀【桜花】改,9,1,回避距離UP,1
飛竜刀【桜花】改,10,1,回避距離UP,1
飛竜刀【桜花】改,10,5,回避距離UP,1
飛竜刀【桜花】,8,1,回避距離UP,1
飛竜刀【桜花】,9,1,回避距離UP,1
飛竜刀【桜花】,10,1,回避距離UP,1
飛竜刀【桜花】,10,5,回避距離UP,1
福運の竜槌,5,1,精霊の加護,1
福運の竜槌,6,1,精霊の加護,1
福運の竜槌,7,1,精霊の加護,1
福運の竜槌,8,1,精霊の加護,2
福運の竜槌,9,1,精霊の加護,2
福運の竜槌,10,1,精霊の加護,2
ロイヤルバースト,8,1,回避距離UP,1
ロイヤルバースト,9,1,回避距離UP,1
ロイヤルバースト,10,1,回避距離UP,1
ロイヤルバースト,10,5,回避距離UP,1
ローゼスバースト,8,1,回避距離UP,1
ローゼスバースト,9,1,回避距離UP,1
ローゼスバースト,10,1,回避距離UP,1
ローゼスバースト,10,5,回避距離UP,1
ディア＝ヘカテリア,8,1,回避距離UP,1
ディア＝ヘカテリア,9,1,回避距離UP,1
ディア＝ヘカテリア,10,1,回避距離UP,1
ディア＝ヘカテリア,10,5,回避距離UP,1
ディア＝ヘカテル,8,1,回避距離UP,1
ディア＝ヘカテル,9,1,回避距離UP,1
ディア＝ヘカテル,10,1,回避距離UP,1
ディア＝ヘカテル,10,5,回避距離UP,1
福来の軽弩,5,1,KO術,1
福来の軽弩,6,1,KO術,1
福来の軽弩,7,1,KO術,1
福来の軽弩,8,1,KO術,2
福来の軽弩,9,1,KO術,2
福来の軽弩,10,1,KO術,2
福来の軽弩,10,5,KO術,2
ローゼスアロー,8,1,回避距離UP,1
ローゼスアロー,9,1,回避距離UP,1
ローゼスアロー,10,1,回避距離UP,1
ローゼスアロー,10,5,回避距離UP,1
ロイヤルリコーダー,8,1,回避距離UP,1
ロイヤルリコーダー,9,1,回避距離UP,1
ロイヤルリコーダー,10,1,回避距離UP,1
ロイヤルリコーダー,10,5,回避距離UP,1
サクラノリコーダー,8,1,回避距離UP,1
サクラノリコーダー,9,1,回避距離UP,1
サクラノリコーダー,10,1,回避距離UP,1
サクラノリコーダー,10,5,回避距離UP,1
クイーンレイピア,4,1,体力増強,1
クイーンレイピア,5,1,体力増強,1
クイーンレイピア,6,1,体力増強,1
クイーンレイピア,7,1,体力増強,1
クイーンレイピア,8,1,体力増強,2
クイーンレイピア,9,1,体力増強,2
クイーンレイピア,10,1,体力増強,2
クイーンレイピア,10,5,体力増強,2
プリンセスレイピア,4,1,体力増強,1
プリンセスレイピア,5,1,体力増強,1
プリンセスレイピア,6,1,体力増強,1
プリンセスレイピア,7,1,体力増強,1
プリンセスレイピア,8,1,体力増強,2
プリンセスレイピア,9,1,体力増強,2
プリンセスレイピア,10,1,体力増強,2
プリンセスレイピア,10,5,体力増強,2
飛竜刀【翠】,4,1,体力増強,1
飛竜刀【翠】,5,1,体力増強,1
飛竜刀【翠】,6,1,体力増強,1
飛竜刀【翠】,7,1,体力増強,1
飛竜刀【翠】,8,1,体力増強,2
飛竜刀【翠】,9,1,体力増強,2
飛竜刀【翠】,10,1,体力増強,2
飛竜刀【翠】,10,5,体力増強,2
飛竜刀【青葉】,4,1,体力増強,1
飛竜刀【青葉】,5,1,体力増強,1
飛竜刀【青葉】,6,1,体力増強,1
飛竜刀【青葉】,7,1,体力増強,1
飛竜刀【青葉】,8,1,体力増強,2
飛竜刀【青葉】,9,1,体力増強,2
飛竜刀【青葉】,10,1,体力増強,2
飛竜刀【青葉】,10,5,体力増強,2
プリンセスバースト改,4,1,体力増強,1
プリンセスバースト改,5,1,体力増強,1
プリンセスバースト改,6,1,体力増強,1
プリンセスバースト改,7,1,体力増強,1
プリンセスバースト改,8,1,体力増強,2
プリンセスバースト改,9,1,体力増強,2
プリンセスバースト改,10,1,体力増強,2
プリンセスバースト改,10,5,体力増強,2
プリンセスバースト,4,1,体力増強,1
プリンセスバースト,5,1,体力増強,1
プリンセスバースト,6,1,体力増強,1
プリンセスバースト,7,1,体力増強,1
プリンセスバースト,8,1,体力増強,2
プリンセスバースト,9,1,体力増強,2
プリンセスバースト,10,1,体力増強,2
プリンセスバースト,10,5,体力増強,2
竜姫の剣斧改,4,1,体力増強,1
竜姫の剣斧改,5,1,体力増強,1
竜姫の剣斧改,6,1,体力増強,1
竜姫の剣斧改,7,1,体力増強,1
竜姫の剣斧改,8,1,体力増強,2
竜姫の剣斧改,9,1,体力増強,2
竜姫の剣斧改,10,1,体力増強,2
竜姫の剣斧改,10,5,体力増強,2
竜姫の剣斧,4,1,体力増強,1
竜姫の剣斧,5,1,体力増強,1
竜姫の剣斧,6,1,体力増強,1
竜姫の剣斧,7,1,体力増強,1
竜姫の剣斧,8,1,体力増強,2
竜姫の剣斧,9,1,体力増強,2
竜姫の剣斧,10,1,体力増強,2
竜姫の剣斧,10,5,体力増強,2
ディア＝ルテミア,4,1,体力増強,1
ディア＝ルテミア,5,1,体力増強,1
ディア＝ルテミア,6,1,体力増強,1
ディア＝ルテミア,7,1,体力増強,1
ディア＝ルテミア,8,1,体力増強,2
ディア＝ルテミア,9,1,体力増強,2
ディア＝ルテミア,10,1,体力増強,2
ディア＝ルテミア,10,5,体力増強,2
ディア＝ルテミス,4,1,体力増強,1
ディア＝ルテミス,5,1,体力増強,1
ディア＝ルテミス,6,1,体力増強,1
ディア＝ルテミス,7,1,体力増強,1
ディア＝ルテミス,8,1,体力増強,2
ディア＝ルテミス,9,1,体力増強,2
ディア＝ルテミス,10,1,体力増強,2
ディア＝ルテミス,10,5,体力増強,2
妃竜砲【飛撃】,4,1,体力増強,1
妃竜砲【飛撃】,5,1,体力増強,1
妃竜砲【飛撃】,6,1,体力増強,1
妃竜砲【飛撃】,7,1,体力増強,1
妃竜砲【飛撃】,8,1,体力増強,2
妃竜砲【飛撃】,9,1,体力増強,2
妃竜砲【飛撃】,10,1,体力増強,2
妃竜砲【飛撃】,10,5,体力増強,2
妃竜砲【遠撃】,4,1,体力増強,1
妃竜砲【遠撃】,5,1,体力増強,1
妃竜砲【遠撃】,6,1,体力増強,1
妃竜砲【遠撃】,7,1,体力増強,1
妃竜砲【遠撃】,8,1,体力増強,2
妃竜砲【遠撃】,9,1,体力増強,2
妃竜砲【遠撃】,10,1,体力増強,2
妃竜砲【遠撃】,10,5,体力増強,2
プリンセスアロー,4,1,体力増強,1
プリンセスアロー,5,1,体力増強,1
プリンセスアロー,6,1,体力増強,1
プリンセスアロー,7,1,体力増強,1
プリンセスアロー,8,1,体力増強,2
プリンセスアロー,9,1,体力増強,2
プリンセスアロー,10,1,体力増強,2
プリンセスアロー,10,5,体力増強,2
クイーンリコーダー,4,1,体力増強,1
クイーンリコーダー,5,1,体力増強,1
クイーンリコーダー,6,1,体力増強,1
クイーンリコーダー,7,1,体力増強,1
クイーンリコーダー,8,1,体力増強,2
クイーンリコーダー,9,1,体力増強,2
クイーンリコーダー,10,1,体力増強,2
クイーンリコーダー,10,5,体力増強,2
ヴァルキリコーダー,4,1,体力増強,1
ヴァルキリコーダー,5,1,体力増強,1
ヴァルキリコーダー,6,1,体力増強,1
ヴァルキリコーダー,7,1,体力増強,1
ヴァルキリコーダー,8,1,体力増強,2
ヴァルキリコーダー,9,1,体力増強,2
ヴァルキリコーダー,10,1,体力増強,2
ヴァルキリコーダー,10,5,体力増強,2
雷顎剣ドネルシーカ改,8,1,会心撃【属性】,1
雷顎剣ドネルシーカ改,9,1,会心撃【属性】,1
雷顎剣ドネルシーカ改,10,1,会心撃【属性】,1
雷顎剣ドネルシーカ改,10,5,会心撃【属性】,1
雷顎剣ドネルシーカ,8,1,会心撃【属性】,1
雷顎剣ドネルシーカ,9,1,会心撃【属性】,1
雷顎剣ドネルシーカ,10,1,会心撃【属性】,1
雷顎剣ドネルシーカ,10,5,会心撃【属性】,1
トルネ＝ジャナール,8,1,会心撃【属性】,1
トルネ＝ジャナール,9,1,会心撃【属性】,1
トルネ＝ジャナール,10,1,会心撃【属性】,1
トルネ＝ジャナール,10,5,会心撃【属性】,1
雷顎大剣ドネルヘレヴ改,8,1,会心撃【属性】,1
雷顎大剣ドネルヘレヴ改,9,1,会心撃【属性】,1
雷顎大剣ドネルヘレヴ改,10,1,会心撃【属性】,1
雷顎大剣ドネルヘレヴ改,10,5,会心撃【属性】,1
雷顎大剣ドネルヘレヴ,8,1,会心撃【属性】,1
雷顎大剣ドネルヘレヴ,9,1,会心撃【属性】,1
雷顎大剣ドネルヘレヴ,10,1,会心撃【属性】,1
雷顎大剣ドネルヘレヴ,10,5,会心撃【属性】,1
モルダ＝ジャナール,8,1,会心撃【属性】,1
モルダ＝ジャナール,9,1,会心撃【属性】,1
モルダ＝ジャナール,10,1,会心撃【属性】,1
モルダ＝ジャナール,10,5,会心撃【属性】,1
ドンナ＝ジャナール,8,1,会心撃【属性】,1
ドンナ＝ジャナール,9,1,会心撃【属性】,1
ドンナ＝ジャナール,10,1,会心撃【属性】,1
ドンナ＝ジャナール,10,5,会心撃【属性】,1
ハルマ＝ジャナール,8,1,会心撃【属性】,1
ハルマ＝ジャナール,9,1,会心撃【属性】,1
ハルマ＝ジャナール,10,1,会心撃【属性】,1
ハルマ＝ジャナール,10,5,会心撃【属性】,1
雷顎剣斧ドネルシスカ改,8,1,会心撃【属性】,1
雷顎剣斧ドネルシスカ改,9,1,会心撃【属性】,1
雷顎剣斧ドネルシスカ改,10,1,会心撃【属性】,1
雷顎剣斧ドネルシスカ改,10,5,会心撃【属性】,1
雷顎剣斧ドネルシスカ,8,1,会心撃【属性】,1
雷顎剣斧ドネルシスカ,9,1,会心撃【属性】,1
雷顎剣斧ドネルシスカ,10,1,会心撃【属性】,1
雷顎剣斧ドネルシスカ,10,5,会心撃【属性】,1
バル＝ジャナール,8,1,凶会心,1
バル＝ジャナール,9,1,凶会心,1
バル＝ジャナール,10,1,凶会心,1
バル＝ジャナール,10,5,凶会心,1
雷顎重弩ドネルテルマ改,8,1,凶会心,1
雷顎重弩ドネルテルマ改,9,1,凶会心,1
雷顎重弩ドネルテルマ改,10,1,凶会心,1
雷顎重弩ドネルテルマ改,10,5,凶会心,1
雷顎重弩ドネルテルマ,8,1,凶会心,1
雷顎重弩ドネルテルマ,9,1,凶会心,1
雷顎重弩ドネルテルマ,10,1,凶会心,1
雷顎重弩ドネルテルマ,10,5,凶会心,1
レラ＝ジャナール,8,1,会心撃【属性】,1
レラ＝ジャナール,9,1,会心撃【属性】,1
レラ＝ジャナール,10,1,会心撃【属性】,1
レラ＝ジャナール,10,5,会心撃【属性】,1
ホーン＝ジャナール,8,1,会心撃【属性】,1
ホーン＝ジャナール,9,1,会心撃【属性】,1
ホーン＝ジャナール,10,1,会心撃【属性】,1
ホーン＝ジャナール,10,5,会心撃【属性】,1
フラムエルシーカ,8,1,尻上がり,1
フラムエルシーカ,9,1,尻上がり,1
フラムエルシーカ,10,1,尻上がり,1
フラムエルシーカ,10,5,尻上がり,1
ブレイズエッジ,8,1,尻上がり,1
ブレイズエッジ,9,1,尻上がり,1
ブレイズエッジ,10,1,尻上がり,1
ブレイズエッジ,10,5,尻上がり,1
ジャナフサイクロン,8,1,尻上がり,1
ジャナフサイクロン,9,1,尻上がり,1
ジャナフサイクロン,10,1,尻上がり,1
ジャナフサイクロン,10,5,尻上がり,1
ブレイズハチェット,8,1,尻上がり,1
ブレイズハチェット,9,1,尻上がり,1
ブレイズハチェット,10,1,尻上がり,1
ブレイズハチェット,10,5,尻上がり,1
フラムエルヘレヴ改,8,1,尻上がり,1
フラムエルヘレヴ改,9,1,尻上がり,1
フラムエルヘレヴ改,10,1,尻上がり,1
フラムエルヘレヴ改,10,5,尻上がり,1
フラムエルヘレヴ,8,1,尻上がり,1
フラムエルヘレヴ,9,1,尻上がり,1
フラムエルヘレヴ,10,1,尻上がり,1
フラムエルヘレヴ,10,5,尻上がり,1
ジャナフシミター,8,1,尻上がり,1
ジャナフシミター,9,1,尻上がり,1
ジャナフシミター,10,1,尻上がり,1
ジャナフシミター,10,5,尻上がり,1
ブレイズショテル,8,1,尻上がり,1
ブレイズショテル,9,1,尻上がり,1
ブレイズショテル,10,1,尻上がり,1
ブレイズショテル,10,5,尻上がり,1
ジャナフストライク,8,1,尻上がり,1
ジャナフストライク,9,1,尻上がり,1
ジャナフストライク,10,1,尻上がり,1
ジャナフストライク,10,5,尻上がり,1
ブレイズハンマー,8,1,尻上がり,1
ブレイズハンマー,9,1,尻上がり,1
ブレイズハンマー,10,1,尻上がり,1
ブレイズハンマー,10,5,尻上がり,1
ジャナフキャノン,8,1,尻上がり,1
ジャナフキャノン,9,1,尻上がり,1
ジャナフキャノン,10,1,尻上がり,1
ジャナフキャノン,10,5,尻上がり,1
ブレイズガンランス,8,1,尻上がり,1
ブレイズガンランス,9,1,尻上がり,1
ブレイズガンランス,10,1,尻上がり,1
ブレイズガンランス,10,5,尻上がり,1
フラムエルシスカ改,8,1,尻上がり,1
フラムエルシスカ改,9,1,尻上がり,1
フラムエルシスカ改,10,1,尻上がり,1
フラムエルシスカ改,10,5,尻上がり,1
フラムエルシスカ,8,1,尻上がり,1
フラムエルシスカ,9,1,尻上がり,1
フラムエルシスカ,10,1,尻上がり,1
フラムエルシスカ,10,5,尻上がり,1
ジャナフバスター,8,1,尻上がり,1
ジャナフバスター,9,1,尻上がり,1
ジャナフバスター,10,1,尻上がり,1
ジャナフバスター,10,5,尻上がり,1
ブレイズライフル,8,1,尻上がり,1
ブレイズライフル,9,1,尻上がり,1
ブレイズライフル,10,1,尻上がり,1
ブレイズライフル,10,5,尻上がり,1
フラムエルテルマ,8,1,尻上がり,1
フラムエルテルマ,9,1,尻上がり,1
フラムエルテルマ,10,1,尻上がり,1
フラムエルテルマ,10,5,尻上がり,1
ブレイズアサルト,8,1,尻上がり,1
ブレイズアサルト,9,1,尻上がり,1
ブレイズアサルト,10,1,尻上がり,1
ブレイズアサルト,10,5,尻上がり,1
ジャナフアルカウス,8,1,尻上がり,1
ジャナフアルカウス,9,1,尻上がり,1
ジャナフアルカウス,10,1,尻上がり,1
ジャナフアルカウス,10,5,尻上がり,1
ブレイズボウ,8,1,尻上がり,1
ブレイズボウ,9,1,尻上がり,1
ブレイズボウ,10,1,尻上がり,1
ブレイズボウ,10,5,尻上がり,1
ジャナフバローネ,8,1,尻上がり,1
ジャナフバローネ,9,1,尻上がり,1
ジャナフバローネ,10,1,尻上がり,1
ジャナフバローネ,10,5,尻上がり,1
ブレイズホルン,8,1,尻上がり,1
ブレイズホルン,9,1,尻上がり,1
ブレイズホルン,10,1,尻上がり,1
ブレイズホルン,10,5,尻上がり,1
フラッドウェイブ,8,1,背水防御,1
フラッドウェイブ,9,1,背水防御,1
フラッドウェイブ,10,1,背水防御,1
フラッドウェイブ,10,5,背水防御,1
アクアメッサー,8,1,背水防御,1
アクアメッサー,9,1,背水防御,1
アクアメッサー,10,1,背水防御,1
アクアメッサー,10,5,背水防御,1
シュラムハチェット,8,1,背水防御,1
シュラムハチェット,9,1,背水防御,1
シュラムハチェット,10,1,背水防御,1
シュラムハチェット,10,5,背水防御,1
マッドバンガー,8,1,背水防御,1
マッドバンガー,9,1,背水防御,1
マッドバンガー,10,1,背水防御,1
マッドバンガー,10,5,背水防御,1
ウォーターゴーレム,8,1,背水防御,1
ウォーターゴーレム,9,1,背水防御,1
ウォーターゴーレム,10,1,背水防御,1
ウォーターゴーレム,10,5,背水防御,1
アクアスラッシャー,8,1,背水防御,1
アクアスラッシャー,9,1,背水防御,1
アクアスラッシャー,10,1,背水防御,1
アクアスラッシャー,10,5,背水防御,1
ディプテルス,8,1,背水防御,1
ディプテルス,9,1,背水防御,1
ディプテルス,10,1,背水防御,1
ディプテルス,10,5,背水防御,1
シュラムショテル,8,1,背水防御,1
シュラムショテル,9,1,背水防御,1
シュラムショテル,10,1,背水防御,1
シュラムショテル,10,5,背水防御,1
ウォーターバッシュ,8,1,背水防御,1
ウォーターバッシュ,9,1,背水防御,1
ウォーターバッシュ,10,1,背水防御,1
ウォーターバッシュ,10,5,背水防御,1
アクアハンマー,8,1,背水防御,1
アクアハンマー,9,1,背水防御,1
アクアハンマー,10,1,背水防御,1
アクアハンマー,10,5,背水防御,1
ウォータースパイク,8,1,背水防御,1
ウォータースパイク,9,1,背水防御,1
ウォータースパイク,10,1,背水防御,1
ウォータースパイク,10,5,背水防御,1
アクアホーン,8,1,背水防御,1
アクアホーン,9,1,背水防御,1
アクアホーン,10,1,背水防御,1
アクアホーン,10,5,背水防御,1
シュラムバスター,8,1,背水防御,1
シュラムバスター,9,1,背水防御,1
シュラムバスター,10,1,背水防御,1
シュラムバスター,10,5,背水防御,1
マッドガンランス,8,1,背水防御,1
マッドガンランス,9,1,背水防御,1
マッドガンランス,10,1,背水防御,1
マッドガンランス,10,5,背水防御,1
シュラムドラウト,8,1,背水防御,1
シュラムドラウト,9,1,背水防御,1
シュラムドラウト,10,1,背水防御,1
シュラムドラウト,10,5,背水防御,1
マッドアックス,8,1,背水防御,1
マッドアックス,9,1,背水防御,1
マッドアックス,10,1,背水防御,1
マッドアックス,10,5,背水防御,1
ディープシュラム,8,1,背水防御,1
ディープシュラム,9,1,背水防御,1
ディープシュラム,10,1,背水防御,1
ディープシュラム,10,5,背水防御,1
泥流の盾斧,8,1,背水防御,1
泥流の盾斧,9,1,背水防御,1
泥流の盾斧,10,1,背水防御,1
泥流の盾斧,10,5,背水防御,1
シュラムバレット,8,1,背水防御,1
シュラムバレット,9,1,背水防御,1
シュラムバレット,10,1,背水防御,1
シュラムバレット,10,5,背水防御,1
マッドライフル,8,1,背水防御,1
マッドライフル,9,1,背水防御,1
マッドライフル,10,1,背水防御,1
マッドライフル,10,5,背水防御,1
ウォーターキャノン,8,1,背水防御,1
ウォーターキャノン,9,1,背水防御,1
ウォーターキャノン,10,1,背水防御,1
ウォーターキャノン,10,5,背水防御,1
アクアアサルト,8,1,背水防御,1
アクアアサルト,9,1,背水防御,1
アクアアサルト,10,1,背水防御,1
アクアアサルト,10,5,背水防御,1
ウォーターシュート,8,1,背水防御,1
ウォーターシュート,9,1,背水防御,1
ウォーターシュート,10,1,背水防御,1
ウォーターシュート,10,5,背水防御,1
アクアアロー,8,1,背水防御,1
アクアアロー,9,1,背水防御,1
アクアアロー,10,1,背水防御,1
アクアアロー,10,5,背水防御,1
ウォータータムタム,8,1,背水防御,1
ウォータータムタム,9,1,背水防御,1
ウォータータムタム,10,1,背水防御,1
ウォータータムタム,10,5,背水防御,1
アクアバグパイプ,8,1,背水防御,1
アクアバグパイプ,9,1,背水防御,1
アクアバグパイプ,10,1,背水防御,1
アクアバグパイプ,10,5,背水防御,1
ニュクスタバール,8,1,闇討ち,1
ニュクスタバール,9,1,闇討ち,1
ニュクスタバール,10,1,闇討ち,1
ニュクスタバール,10,5,闇討ち,1
ニュクスレイザー,8,1,闇討ち,1
ニュクスレイザー,9,1,闇討ち,1
ニュクスレイザー,10,1,闇討ち,1
ニュクスレイザー,10,5,闇討ち,1
ニュクスハンマー,8,1,闇討ち,1
ニュクスハンマー,9,1,闇討ち,1
ニュクスハンマー,10,1,闇討ち,1
ニュクスハンマー,10,5,闇討ち,1
ニュクスハルバ,8,1,闇討ち,1
ニュクスハルバ,9,1,闇討ち,1
ニュクスハルバ,10,1,闇討ち,1
ニュクスハルバ,10,5,闇討ち,1
ニュクススマッシャー,8,1,闇討ち,1
ニュクススマッシャー,9,1,闇討ち,1
ニュクススマッシャー,10,1,闇討ち,1
ニュクススマッシャー,10,5,闇討ち,1
ナイトメアシード,8,1,闇討ち,1
ナイトメアシード,9,1,闇討ち,1
ナイトメアシード,10,1,闇討ち,1
ナイトメアシード,10,5,闇討ち,1
ナイトメアキャノン,8,1,闇討ち,1
ナイトメアキャノン,9,1,闇討ち,1
ナイトメアキャノン,10,1,闇討ち,1
ナイトメアキャノン,10,5,闇討ち,1
ナイトメアストリング,8,1,闇討ち,1
ナイトメアストリング,9,1,闇討ち,1
ナイトメアストリング,10,1,闇討ち,1
ナイトメアストリング,10,5,闇討ち,1
ニュクスバローネ,8,1,闇討ち,1
ニュクスバローネ,9,1,闇討ち,1
ニュクスバローネ,10,1,闇討ち,1
ニュクスバローネ,10,5,闇討ち,1
ウルムータバール,4,1,精霊の加護,1
ウルムータバール,5,1,精霊の加護,1
ウルムータバール,6,1,精霊の加護,1
ウルムータバール,7,1,精霊の加護,1
ウルムータバール,8,1,精霊の加護,2
ウルムータバール,9,1,精霊の加護,2
ウルムータバール,10,1,精霊の加護,2
ウルムータバール,10,5,精霊の加護,2
ウルムーナイフ,4,1,精霊の加護,1
ウルムーナイフ,5,1,精霊の加護,1
ウルムーナイフ,6,1,精霊の加護,1
ウルムーナイフ,7,1,精霊の加護,1
ウルムーナイフ,8,1,精霊の加護,2
ウルムーナイフ,9,1,精霊の加護,2
ウルムーナイフ,10,1,精霊の加護,2
ウルムーナイフ,10,5,精霊の加護,2
ウルムースマッシャー,4,1,精霊の加護,1
ウルムースマッシャー,5,1,精霊の加護,1
ウルムースマッシャー,6,1,精霊の加護,1
ウルムースマッシャー,7,1,精霊の加護,1
ウルムースマッシャー,8,1,精霊の加護,2
ウルムースマッシャー,9,1,精霊の加護,2
ウルムースマッシャー,10,1,精霊の加護,2
ウルムースマッシャー,10,5,精霊の加護,2
ウルムーアックス,4,1,精霊の加護,1
ウルムーアックス,5,1,精霊の加護,1
ウルムーアックス,6,1,精霊の加護,1
ウルムーアックス,7,1,精霊の加護,1
ウルムーアックス,8,1,精霊の加護,2
ウルムーアックス,9,1,精霊の加護,2
ウルムーアックス,10,1,精霊の加護,2
ウルムーアックス,10,5,精霊の加護,2
ウルムーティフォン,4,1,精霊の加護,1
ウルムーティフォン,5,1,精霊の加護,1
ウルムーティフォン,6,1,精霊の加護,1
ウルムーティフォン,7,1,精霊の加護,1
