シリーズ,防具名,グレード,レベル,ゼニー,素材1,個数1,素材2,個数2,素材3,個数3,素材4,個数4
禍鎧,禍鎧,10,1,75000,竜玉のかけら,5,怨虎竜の逆鱗,10,防具精錬材,9,,
禍鎧,禍鎧,10,2,25000,怨虎竜の槍刃尾,30,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,3,37500,竜玉のかけら,10,怨虎竜の兜角,25,竜骨【中】,41,ニトロダケ,44
禍鎧,禍鎧,10,4,50000,怨虎竜の腕刃,20,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,怨虎竜の甲殻,210
禍鎧,禍鎧,4,1,900,怨虎竜の腕刃,2,怨虎竜の兜角,1,竜骨【中】,4,怨虎竜の甲殻,2
禍鎧,禍鎧,4,2,300,翼竜の皮,12,竜骨【小】,6,怨虎竜の甲殻,4,,
禍鎧,禍鎧,4,3,450,怨虎竜の槍刃尾,4,怨虎竜の甲殻,4,ニトロダケ,3,,
禍鎧,禍鎧,4,4,600,翼竜の皮,12,竜骨【小】,6,怨虎竜の甲殻,4,,
禍鎧,禍鎧,4,5,750,上竜骨,6,竜骨【大】,2,怨虎竜の甲殻,4,,
禍鎧,禍鎧,5,1,1500,怨虎竜の腕刃,3,怨虎竜の兜角,3,竜骨【中】,6,怨虎竜の甲殻,6
禍鎧,禍鎧,5,2,500,翼竜の皮,15,竜骨【小】,11,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,3,750,怨虎竜の槍刃尾,5,ニトロダケ,9,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,4,1000,翼竜の皮,15,竜骨【小】,11,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,5,1250,上竜骨,9,竜骨【大】,3,怨虎竜の甲殻,6,,
禍鎧,禍鎧,6,1,3000,怨虎竜の逆鱗,2,怨虎竜の腕刃,3,防具精錬材,1,怨虎竜の甲殻,13
禍鎧,禍鎧,6,2,1000,翼竜の皮,31,竜骨【小】,22,怨虎竜の甲殻,13,,
禍鎧,禍鎧,6,3,1500,怨虎竜の兜角,8,怨虎竜の槍刃尾,10,ニトロダケ,14,怨虎竜の甲殻,13
禍鎧,禍鎧,6,4,2000,翼竜の皮,31,竜骨【小】,22,怨虎竜の甲殻,13,,
禍鎧,禍鎧,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,怨虎竜の甲殻,13
禍鎧,禍鎧,7,1,6000,怨虎竜の逆鱗,2,怨虎竜の腕刃,6,防具精錬材,3,怨虎竜の甲殻,17
禍鎧,禍鎧,7,2,2000,翼竜の皮,36,竜骨【小】,29,怨虎竜の甲殻,17,,
禍鎧,禍鎧,7,3,3000,怨虎竜の兜角,10,怨虎竜の槍刃尾,15,ニトロダケ,22,怨虎竜の甲殻,17
禍鎧,禍鎧,7,4,4000,翼竜の皮,36,竜骨【小】,29,怨虎竜の甲殻,17,,
禍鎧,禍鎧,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,怨虎竜の甲殻,17
禍鎧,禍鎧,8,1,12000,竜玉のかけら,2,怨虎竜の逆鱗,3,防具精錬材,5,,
禍鎧,禍鎧,8,2,4000,怨虎竜の槍刃尾,20,翼竜の皮,45,竜骨【小】,37,,
禍鎧,禍鎧,8,3,6000,竜玉のかけら,2,怨虎竜の兜角,15,竜骨【中】,28,ニトロダケ,29
禍鎧,禍鎧,8,4,8000,怨虎竜の腕刃,10,翼竜の皮,45,竜骨【小】,37,,
禍鎧,禍鎧,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,怨虎竜の甲殻,70
禍鎧,禍鎧,9,1,30000,竜玉のかけら,3,怨虎竜の逆鱗,5,防具精錬材,7,,
禍鎧,禍鎧,9,2,10000,怨虎竜の槍刃尾,25,翼竜の皮,51,竜骨【小】,43,,
禍鎧,禍鎧,9,3,15000,竜玉のかけら,3,怨虎竜の兜角,20,竜骨【中】,34,ニトロダケ,36
禍鎧,禍鎧,9,4,20000,怨虎竜の腕刃,15,翼竜の皮,51,竜骨【小】,43,,
禍鎧,禍鎧,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,怨虎竜の甲殻,140
禍鎧,禍鎧,10,1,75000,竜玉のかけら,5,怨虎竜の逆鱗,10,防具精錬材,9,,
禍鎧,禍鎧,10,2,25000,怨虎竜の槍刃尾,30,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,3,37500,竜玉のかけら,10,怨虎竜の兜角,25,竜骨【中】,41,ニトロダケ,44
禍鎧,禍鎧,10,4,50000,怨虎竜の腕刃,20,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,怨虎竜の甲殻,210
禍鎧,禍鎧,4,1,900,怨虎竜の腕刃,2,怨虎竜の兜角,1,竜骨【中】,4,怨虎竜の甲殻,2
禍鎧,禍鎧,4,2,300,翼竜の皮,12,竜骨【小】,6,怨虎竜の甲殻,4,,
禍鎧,禍鎧,4,3,450,怨虎竜の槍刃尾,4,怨虎竜の甲殻,4,ニトロダケ,3,,
禍鎧,禍鎧,4,4,600,翼竜の皮,12,竜骨【小】,6,怨虎竜の甲殻,4,,
禍鎧,禍鎧,4,5,750,上竜骨,6,竜骨【大】,2,怨虎竜の甲殻,4,,
禍鎧,禍鎧,5,1,1500,怨虎竜の腕刃,3,怨虎竜の兜角,3,竜骨【中】,6,怨虎竜の甲殻,6
禍鎧,禍鎧,5,2,500,翼竜の皮,15,竜骨【小】,11,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,3,750,怨虎竜の槍刃尾,5,ニトロダケ,9,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,4,1000,翼竜の皮,15,竜骨【小】,11,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,5,1250,上竜骨,9,竜骨【大】,3,怨虎竜の甲殻,6,,
禍鎧,禍鎧,6,1,3000,怨虎竜の逆鱗,2,怨虎竜の腕刃,3,防具精錬材,1,怨虎竜の甲殻,13
禍鎧,禍鎧,6,2,1000,翼竜の皮,31,竜骨【小】,22,怨虎竜の甲殻,13,,
禍鎧,禍鎧,6,3,1500,怨虎竜の兜角,8,怨虎竜の槍刃尾,10,ニトロダケ,14,怨虎竜の甲殻,13
禍鎧,禍鎧,6,4,2000,翼竜の皮,31,竜骨【小】,22,怨虎竜の甲殻,13,,
禍鎧,禍鎧,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,怨虎竜の甲殻,13
禍鎧,禍鎧,7,1,6000,怨虎竜の逆鱗,2,怨虎竜の腕刃,6,防具精錬材,3,怨虎竜の甲殻,17
禍鎧,禍鎧,7,2,2000,翼竜の皮,36,竜骨【小】,29,怨虎竜の甲殻,17,,
禍鎧,禍鎧,7,3,3000,怨虎竜の兜角,10,怨虎竜の槍刃尾,15,ニトロダケ,22,怨虎竜の甲殻,17
禍鎧,禍鎧,7,4,4000,翼竜の皮,36,竜骨【小】,29,怨虎竜の甲殻,17,,
禍鎧,禍鎧,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,怨虎竜の甲殻,17
禍鎧,禍鎧,8,1,12000,竜玉のかけら,2,怨虎竜の逆鱗,3,防具精錬材,5,,
禍鎧,禍鎧,8,2,4000,怨虎竜の槍刃尾,20,翼竜の皮,45,竜骨【小】,37,,
禍鎧,禍鎧,8,3,6000,竜玉のかけら,2,怨虎竜の兜角,15,竜骨【中】,28,ニトロダケ,29
禍鎧,禍鎧,8,4,8000,怨虎竜の腕刃,10,翼竜の皮,45,竜骨【小】,37,,
禍鎧,禍鎧,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,怨虎竜の甲殻,70
禍鎧,禍鎧,9,1,30000,竜玉のかけら,3,怨虎竜の逆鱗,5,防具精錬材,7,,
禍鎧,禍鎧,9,2,10000,怨虎竜の槍刃尾,25,翼竜の皮,51,竜骨【小】,43,,
禍鎧,禍鎧,9,3,15000,竜玉のかけら,3,怨虎竜の兜角,20,竜骨【中】,34,ニトロダケ,36
禍鎧,禍鎧,9,4,20000,怨虎竜の腕刃,15,翼竜の皮,51,竜骨【小】,43,,
禍鎧,禍鎧,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,怨虎竜の甲殻,140
禍鎧,禍鎧,10,1,75000,竜玉のかけら,5,怨虎竜の逆鱗,10,防具精錬材,9,,
禍鎧,禍鎧,10,2,25000,怨虎竜の槍刃尾,30,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,3,37500,竜玉のかけら,10,怨虎竜の兜角,25,竜骨【中】,41,ニトロダケ,44
禍鎧,禍鎧,10,4,50000,怨虎竜の腕刃,20,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,怨虎竜の甲殻,210
禍鎧,禍鎧,4,1,900,怨虎竜の腕刃,2,怨虎竜の兜角,1,竜骨【中】,4,怨虎竜の甲殻,2
禍鎧,禍鎧,4,2,300,翼竜の皮,12,竜骨【小】,6,怨虎竜の甲殻,4,,
禍鎧,禍鎧,4,3,450,怨虎竜の槍刃尾,4,怨虎竜の甲殻,4,ニトロダケ,3,,
禍鎧,禍鎧,4,4,600,翼竜の皮,12,竜骨【小】,6,怨虎竜の甲殻,4,,
禍鎧,禍鎧,4,5,750,上竜骨,6,竜骨【大】,2,怨虎竜の甲殻,4,,
禍鎧,禍鎧,5,1,1500,怨虎竜の腕刃,3,怨虎竜の兜角,3,竜骨【中】,6,怨虎竜の甲殻,6
禍鎧,禍鎧,5,2,500,翼竜の皮,15,竜骨【小】,11,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,3,750,怨虎竜の槍刃尾,5,ニトロダケ,9,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,4,1000,翼竜の皮,15,竜骨【小】,11,怨虎竜の甲殻,6,,
禍鎧,禍鎧,5,5,1250,上竜骨,9,竜骨【大】,3,怨虎竜の甲殻,6,,
禍鎧,禍鎧,6,1,3000,怨虎竜の逆鱗,2,怨虎竜の腕刃,3,防具精錬材,1,怨虎竜の甲殻,13
禍鎧,禍鎧,6,2,1000,翼竜の皮,31,竜骨【小】,22,怨虎竜の甲殻,13,,
禍鎧,禍鎧,6,3,1500,怨虎竜の兜角,8,怨虎竜の槍刃尾,10,ニトロダケ,14,怨虎竜の甲殻,13
禍鎧,禍鎧,6,4,2000,翼竜の皮,31,竜骨【小】,22,怨虎竜の甲殻,13,,
禍鎧,禍鎧,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,怨虎竜の甲殻,13
禍鎧,禍鎧,7,1,6000,怨虎竜の逆鱗,2,怨虎竜の腕刃,6,防具精錬材,3,怨虎竜の甲殻,17
禍鎧,禍鎧,7,2,2000,翼竜の皮,36,竜骨【小】,29,怨虎竜の甲殻,17,,
禍鎧,禍鎧,7,3,3000,怨虎竜の兜角,10,怨虎竜の槍刃尾,15,ニトロダケ,22,怨虎竜の甲殻,17
禍鎧,禍鎧,7,4,4000,翼竜の皮,36,竜骨【小】,29,怨虎竜の甲殻,17,,
禍鎧,禍鎧,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,怨虎竜の甲殻,17
禍鎧,禍鎧,8,1,12000,竜玉のかけら,2,怨虎竜の逆鱗,3,防具精錬材,5,,
禍鎧,禍鎧,8,2,4000,怨虎竜の槍刃尾,20,翼竜の皮,45,竜骨【小】,37,,
禍鎧,禍鎧,8,3,6000,竜玉のかけら,2,怨虎竜の兜角,15,竜骨【中】,28,ニトロダケ,29
禍鎧,禍鎧,8,4,8000,怨虎竜の腕刃,10,翼竜の皮,45,竜骨【小】,37,,
禍鎧,禍鎧,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,怨虎竜の甲殻,70
禍鎧,禍鎧,9,1,30000,竜玉のかけら,3,怨虎竜の逆鱗,5,防具精錬材,7,,
禍鎧,禍鎧,9,2,10000,怨虎竜の槍刃尾,25,翼竜の皮,51,竜骨【小】,43,,
禍鎧,禍鎧,9,3,15000,竜玉のかけら,3,怨虎竜の兜角,20,竜骨【中】,34,ニトロダケ,36
禍鎧,禍鎧,9,4,20000,怨虎竜の腕刃,15,翼竜の皮,51,竜骨【小】,43,,
禍鎧,禍鎧,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,怨虎竜の甲殻,140
禍鎧,禍鎧,10,1,75000,竜玉のかけら,5,怨虎竜の逆鱗,10,防具精錬材,9,,
禍鎧,禍鎧,10,2,25000,怨虎竜の槍刃尾,30,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,3,37500,竜玉のかけら,10,怨虎竜の兜角,25,竜骨【中】,41,ニトロダケ,44
禍鎧,禍鎧,10,4,50000,怨虎竜の腕刃,20,翼竜の皮,60,竜骨【小】,51,,
禍鎧,禍鎧,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,怨虎竜の甲殻,210
金色,金色ノ添髪,5,1,1500,金獅子の良質な牙,2,金獅子の爪,2,竜骨【中】,6,金獅子の黒毛,3
金色,金色ノ添髪,5,2,500,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ添髪,5,3,750,金獅子の尻尾,3,雷光虫,9,金獅子の黒毛,4,,
金色,金色ノ添髪,5,4,1000,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ添髪,5,5,1250,上竜骨,9,竜骨【大】,3,金獅子の黒毛,4,,
金色,金色ノ添髪,6,1,3000,金獅子の角,2,金獅子の良質な牙,2,防具精錬材,1,金獅子の黒毛,6
金色,金色ノ添髪,6,2,1000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ添髪,6,3,1500,金獅子の爪,5,金獅子の尻尾,6,雷光虫,14,金獅子の黒毛,6
金色,金色ノ添髪,6,4,2000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ添髪,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,金獅子の黒毛,6
金色,金色ノ添髪,7,1,6000,金獅子の角,2,金獅子の良質な牙,4,防具精錬材,3,金獅子の黒毛,8
金色,金色ノ添髪,7,2,2000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ添髪,7,3,3000,金獅子の爪,7,金獅子の尻尾,10,雷光虫,22,金獅子の黒毛,8
金色,金色ノ添髪,7,4,4000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ添髪,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,金獅子の黒毛,8
金色,金色ノ添髪,8,1,12000,黄金の毛,2,金獅子の角,4,防具精錬材,5,,
金色,金色ノ添髪,8,2,4000,金獅子の尻尾,15,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ添髪,8,3,6000,黄金の毛,2,金獅子の爪,10,竜骨【中】,28,雷光虫,29
金色,金色ノ添髪,8,4,8000,金獅子の良質な牙,7,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ添髪,8,5,10000,黄金の毛,2,上竜骨,29,竜骨【大】,12,金獅子の黒毛,35
金色,金色ノ添髪,9,1,30000,黄金の毛,2,金獅子の角,6,防具精錬材,7,,
金色,金色ノ添髪,9,2,10000,金獅子の尻尾,20,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ添髪,9,3,15000,黄金の毛,2,金獅子の爪,15,竜骨【中】,34,雷光虫,36
金色,金色ノ添髪,9,4,20000,金獅子の良質な牙,10,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ添髪,9,5,25000,黄金の毛,2,上竜骨,36,竜骨【大】,15,金獅子の黒毛,70
金色,金色ノ添髪,10,1,75000,黄金の毛,2,金獅子の角,10,防具精錬材,9,,
金色,金色ノ添髪,10,2,25000,金獅子の尻尾,25,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ添髪,10,3,37500,黄金の毛,2,金獅子の爪,20,竜骨【中】,41,雷光虫,44
金色,金色ノ添髪,10,4,50000,金獅子の良質な牙,15,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ添髪,10,5,62500,黄金の毛,2,上竜骨,44,竜骨【大】,22,金獅子の黒毛,100
金色,金色ノ羽織,5,1,1500,金獅子の良質な牙,2,金獅子の爪,2,竜骨【中】,6,金獅子の黒毛,3
金色,金色ノ羽織,5,2,500,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ羽織,5,3,750,金獅子の尻尾,3,雷光虫,9,金獅子の黒毛,4,,
金色,金色ノ羽織,5,4,1000,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ羽織,5,5,1250,上竜骨,9,竜骨【大】,3,金獅子の黒毛,4,,
金色,金色ノ羽織,6,1,3000,金獅子の角,2,金獅子の良質な牙,2,防具精錬材,1,金獅子の黒毛,6
金色,金色ノ羽織,6,2,1000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ羽織,6,3,1500,金獅子の爪,5,金獅子の尻尾,6,雷光虫,14,金獅子の黒毛,6
金色,金色ノ羽織,6,4,2000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ羽織,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,金獅子の黒毛,6
金色,金色ノ羽織,7,1,6000,金獅子の角,2,金獅子の良質な牙,4,防具精錬材,3,金獅子の黒毛,8
金色,金色ノ羽織,7,2,2000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ羽織,7,3,3000,金獅子の爪,7,金獅子の尻尾,10,雷光虫,22,金獅子の黒毛,8
金色,金色ノ羽織,7,4,4000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ羽織,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,金獅子の黒毛,8
金色,金色ノ羽織,8,1,12000,黄金の毛,2,金獅子の角,4,防具精錬材,5,,
金色,金色ノ羽織,8,2,4000,金獅子の尻尾,15,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ羽織,8,3,6000,黄金の毛,2,金獅子の爪,10,竜骨【中】,28,雷光虫,29
金色,金色ノ羽織,8,4,8000,金獅子の良質な牙,7,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ羽織,8,5,10000,黄金の毛,2,上竜骨,29,竜骨【大】,12,金獅子の黒毛,35
金色,金色ノ羽織,9,1,30000,黄金の毛,2,金獅子の角,6,防具精錬材,7,,
金色,金色ノ羽織,9,2,10000,金獅子の尻尾,20,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ羽織,9,3,15000,黄金の毛,2,金獅子の爪,15,竜骨【中】,34,雷光虫,36
金色,金色ノ羽織,9,4,20000,金獅子の良質な牙,10,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ羽織,9,5,25000,黄金の毛,2,上竜骨,36,竜骨【大】,15,金獅子の黒毛,70
金色,金色ノ羽織,10,1,75000,黄金の毛,2,金獅子の角,10,防具精錬材,9,,
金色,金色ノ羽織,10,2,25000,金獅子の尻尾,25,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ羽織,10,3,37500,黄金の毛,2,金獅子の爪,20,竜骨【中】,41,雷光虫,44
金色,金色ノ羽織,10,4,50000,金獅子の良質な牙,15,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ羽織,10,5,62500,黄金の毛,2,上竜骨,44,竜骨【大】,22,金獅子の黒毛,100
金色,金色ノ篭手,5,1,1500,金獅子の良質な牙,2,金獅子の爪,2,竜骨【中】,6,金獅子の黒毛,3
金色,金色ノ篭手,5,2,500,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ篭手,5,3,750,金獅子の尻尾,3,雷光虫,9,金獅子の黒毛,4,,
金色,金色ノ篭手,5,4,1000,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ篭手,5,5,1250,上竜骨,9,竜骨【大】,3,金獅子の黒毛,4,,
金色,金色ノ篭手,6,1,3000,金獅子の角,2,金獅子の良質な牙,2,防具精錬材,1,金獅子の黒毛,6
金色,金色ノ篭手,6,2,1000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ篭手,6,3,1500,金獅子の爪,5,金獅子の尻尾,6,雷光虫,14,金獅子の黒毛,6
金色,金色ノ篭手,6,4,2000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ篭手,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,金獅子の黒毛,6
金色,金色ノ篭手,7,1,6000,金獅子の角,2,金獅子の良質な牙,4,防具精錬材,3,金獅子の黒毛,8
金色,金色ノ篭手,7,2,2000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ篭手,7,3,3000,金獅子の爪,7,金獅子の尻尾,10,雷光虫,22,金獅子の黒毛,8
金色,金色ノ篭手,7,4,4000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ篭手,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,金獅子の黒毛,8
金色,金色ノ篭手,8,1,12000,黄金の毛,2,金獅子の角,4,防具精錬材,5,,
金色,金色ノ篭手,8,2,4000,金獅子の尻尾,15,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ篭手,8,3,6000,黄金の毛,2,金獅子の爪,10,竜骨【中】,28,雷光虫,29
金色,金色ノ篭手,8,4,8000,金獅子の良質な牙,7,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ篭手,8,5,10000,黄金の毛,2,上竜骨,29,竜骨【大】,12,金獅子の黒毛,35
金色,金色ノ篭手,9,1,30000,黄金の毛,2,金獅子の角,6,防具精錬材,7,,
金色,金色ノ篭手,9,2,10000,金獅子の尻尾,20,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ篭手,9,3,15000,黄金の毛,2,金獅子の爪,15,竜骨【中】,34,雷光虫,36
金色,金色ノ篭手,9,4,20000,金獅子の良質な牙,10,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ篭手,9,5,25000,黄金の毛,2,上竜骨,36,竜骨【大】,15,金獅子の黒毛,70
金色,金色ノ篭手,10,1,75000,黄金の毛,2,金獅子の角,10,防具精錬材,9,,
金色,金色ノ篭手,10,2,25000,金獅子の尻尾,25,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ篭手,10,3,37500,黄金の毛,2,金獅子の爪,20,竜骨【中】,41,雷光虫,44
金色,金色ノ篭手,10,4,50000,金獅子の良質な牙,15,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ篭手,10,5,62500,黄金の毛,2,上竜骨,44,竜骨【大】,22,金獅子の黒毛,100
金色,金色ノ帯,5,1,1500,金獅子の良質な牙,2,金獅子の爪,2,竜骨【中】,6,金獅子の黒毛,3
金色,金色ノ帯,5,2,500,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ帯,5,3,750,金獅子の尻尾,3,雷光虫,9,金獅子の黒毛,4,,
金色,金色ノ帯,5,4,1000,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ帯,5,5,1250,上竜骨,9,竜骨【大】,3,金獅子の黒毛,4,,
金色,金色ノ帯,6,1,3000,金獅子の角,2,金獅子の良質な牙,2,防具精錬材,1,金獅子の黒毛,6
金色,金色ノ帯,6,2,1000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ帯,6,3,1500,金獅子の爪,5,金獅子の尻尾,6,雷光虫,14,金獅子の黒毛,6
金色,金色ノ帯,6,4,2000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ帯,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,金獅子の黒毛,6
金色,金色ノ帯,7,1,6000,金獅子の角,2,金獅子の良質な牙,4,防具精錬材,3,金獅子の黒毛,8
金色,金色ノ帯,7,2,2000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ帯,7,3,3000,金獅子の爪,7,金獅子の尻尾,10,雷光虫,22,金獅子の黒毛,8
金色,金色ノ帯,7,4,4000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ帯,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,金獅子の黒毛,8
金色,金色ノ帯,8,1,12000,黄金の毛,2,金獅子の角,4,防具精錬材,5,,
金色,金色ノ帯,8,2,4000,金獅子の尻尾,15,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ帯,8,3,6000,黄金の毛,2,金獅子の爪,10,竜骨【中】,28,雷光虫,29
金色,金色ノ帯,8,4,8000,金獅子の良質な牙,7,翼竜の皮,45,竜骨【小】,37,,
金色,金色ノ帯,8,5,10000,黄金の毛,2,上竜骨,29,竜骨【大】,12,金獅子の黒毛,35
金色,金色ノ帯,9,1,30000,黄金の毛,2,金獅子の角,6,防具精錬材,7,,
金色,金色ノ帯,9,2,10000,金獅子の尻尾,20,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ帯,9,3,15000,黄金の毛,2,金獅子の爪,15,竜骨【中】,34,雷光虫,36
金色,金色ノ帯,9,4,20000,金獅子の良質な牙,10,翼竜の皮,51,竜骨【小】,43,,
金色,金色ノ帯,9,5,25000,黄金の毛,2,上竜骨,36,竜骨【大】,15,金獅子の黒毛,70
金色,金色ノ帯,10,1,75000,黄金の毛,2,金獅子の角,10,防具精錬材,9,,
金色,金色ノ帯,10,2,25000,金獅子の尻尾,25,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ帯,10,3,37500,黄金の毛,2,金獅子の爪,20,竜骨【中】,41,雷光虫,44
金色,金色ノ帯,10,4,50000,金獅子の良質な牙,15,翼竜の皮,60,竜骨【小】,51,,
金色,金色ノ帯,10,5,62500,黄金の毛,2,上竜骨,44,竜骨【大】,22,金獅子の黒毛,100
金色,金色ノ袴,5,1,1500,金獅子の良質な牙,2,金獅子の爪,2,竜骨【中】,6,金獅子の黒毛,3
金色,金色ノ袴,5,2,500,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ袴,5,3,750,金獅子の尻尾,3,雷光虫,9,金獅子の黒毛,4,,
金色,金色ノ袴,5,4,1000,翼竜の皮,15,竜骨【小】,11,金獅子の黒毛,4,,
金色,金色ノ袴,5,5,1250,上竜骨,9,竜骨【大】,3,金獅子の黒毛,4,,
金色,金色ノ袴,6,1,3000,金獅子の角,2,金獅子の良質な牙,2,防具精錬材,1,金獅子の黒毛,6
金色,金色ノ袴,6,2,1000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ袴,6,3,1500,金獅子の爪,5,金獅子の尻尾,6,雷光虫,14,金獅子の黒毛,6
金色,金色ノ袴,6,4,2000,翼竜の皮,31,竜骨【小】,22,金獅子の黒毛,6,,
金色,金色ノ袴,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,金獅子の黒毛,6
金色,金色ノ袴,7,1,6000,金獅子の角,2,金獅子の良質な牙,4,防具精錬材,3,金獅子の黒毛,8
金色,金色ノ袴,7,2,2000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
金色,金色ノ袴,7,3,3000,金獅子の爪,7,金獅子の尻尾,10,雷光虫,22,金獅子の黒毛,8
金色,金色ノ袴,7,4,4000,翼竜の皮,36,竜骨【小】,29,金獅子の黒毛,8,,
